unit_id	demography_id	demography_kind	population	source_model	selection_origin	simulation_class	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	exact_sample_alt_count	sample_diploids	replicate_index	seed	sequence_length_bp	focal_position_bp
ancient_eurasia_han_introgression__af30__neutral__rep089	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	89	1967418630	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep090	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	90	1241517852	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep091	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	91	1915553188	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep092	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	92	2006564522	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep093	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	93	1504294811	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep094	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	94	1826212172	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep095	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	95	1347008563	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep096	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	96	663633692	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep097	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	97	1258803072	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep098	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	98	1159653768	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep099	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	99	1858946340	10000000	5000000
ancient_eurasia_han_introgression__af30__neutral__rep100	ancient_eurasia_han_introgression	introgression	Han	stdpopsim AncientEurasia_9K19	archaic_specific_introgressed_standing_variation	neutral	0.0	0.3	0.27499999999999997	0.325	60	100	100	519392669	10000000	5000000
